action,x,y,timestamp,extra1,extra2
move,336,369,1725102799.2227988,,
move,334,368,1725102799.228669,,
move,334,367,1725102799.2386546,,
move,333,367,1725102799.2425141,,
move,332,366,1725102799.2509103,,
move,331,366,1725102799.2583964,,
move,330,364,1725102799.265928,,
move,329,363,1725102799.270329,,
move,328,363,1725102799.2787435,,
move,327,361,1725102799.2868931,,
move,326,359,1725102799.2904592,,
move,325,358,1725102799.2994092,,
move,324,357,1725102799.3078125,,
move,324,355,1725102799.3141966,,
move,324,355,1725102799.3209188,,
move,323,353,1725102799.3277102,,
move,322,352,1725102799.3328934,,
move,321,351,1725102799.3395538,,
move,321,350,1725102799.3489845,,
move,321,348,1725102799.3543215,,
move,321,348,1725102799.3619711,,
move,321,346,1725102799.3692706,,
move,320,345,1725102799.3763788,,
move,320,344,1725102799.3817806,,
move,320,342,1725102799.3881972,,
move,320,340,1725102799.3968813,,
move,320,338,1725102799.4020016,,
move,320,334,1725102799.4102514,,
move,320,332,1725102799.4175913,,
move,320,328,1725102799.423953,,
move,321,325,1725102799.4296198,,
move,321,322,1725102799.4377143,,
move,321,320,1725102799.4438136,,
move,321,318,1725102799.4515743,,
move,321,315,1725102799.4578364,,
move,321,315,1725102799.4653044,,
move,322,313,1725102799.4715478,,
move,322,312,1725102799.4781659,,
move,322,312,1725102799.4848626,,
move,322,310,1725102799.4930263,,
move,322,309,1725102799.498527,,
move,322,309,1725102799.5067492,,
move,323,309,1725102799.5131893,,
move,323,308,1725102799.520121,,
move,323,307,1725102799.534709,,
move,324,307,1725102799.5556567,,
move,324,306,1725102799.5682359,,
move,324,306,1725102799.5754478,,
move,324,305,1725102799.582074,,
move,324,304,1725102799.6307013,,
move,324,304,1725102799.6580632,,
move,325,303,1725102799.7176268,,
click,325,303,1725102799.9295626,Button.left,True
click,325,303,1725102800.1482852,Button.left,False
click,206,232,1725102800.5279925,Button.left,True
click,206,232,1725102800.6158137,Button.left,False
move,206,230,1725102800.8583128,,
move,205,227,1725102800.869932,,
move,204,224,1725102800.8785653,,
move,203,221,1725102800.8836648,,
move,202,220,1725102800.887957,,
move,202,218,1725102800.8984222,,
move,201,216,1725102800.9026515,,
move,200,215,1725102800.907809,,
move,200,214,1725102800.9181843,,
move,199,213,1725102800.9276404,,
move,199,212,1725102800.9308167,,
move,199,211,1725102800.93849,,
move,199,210,1725102800.9471512,,
move,198,209,1725102800.948538,,
move,197,209,1725102800.9683235,,
move,197,208,1725102800.9724395,,
move,197,207,1725102800.988178,,
move,197,207,1725102801.0779681,,
move,197,208,1725102801.127911,,
move,197,208,1725102801.1444943,,
move,198,208,1725102801.207528,,
move,198,208,1725102801.2475445,,
move,199,208,1725102801.267935,,
move,200,208,1725102801.2968097,,
move,200,208,1725102801.3179297,,
move,201,208,1725102801.467891,,
move,202,208,1725102801.4785147,,
move,203,207,1725102801.4935408,,
scroll,203,207,1725102801.6371796,0,1
scroll,203,207,1725102801.6377106,0,1
scroll,203,207,1725102801.6577103,0,1
scroll,203,207,1725102801.6848042,0,1
click,203,207,1725102801.712989,Button.left,True
click,203,207,1725102801.9376209,Button.left,False
move,234,208,1725102802.4585612,,
move,276,210,1725102802.4677362,,
move,323,210,1725102802.4768302,,
move,371,212,1725102802.482769,,
move,412,212,1725102802.4901428,,
move,457,214,1725102802.4970374,,
move,502,216,1725102802.4986234,,
move,536,218,1725102802.507761,,
move,575,222,1725102802.5179415,,
move,613,224,1725102802.523188,,
move,645,226,1725102802.5310478,,
move,666,228,1725102802.5386386,,
move,691,229,1725102802.5446875,,
move,708,229,1725102802.5517116,,
move,723,229,1725102802.5583224,,
move,733,229,1725102802.5659788,,
move,740,231,1725102802.5734112,,
move,743,231,1725102802.5788326,,
move,746,231,1725102802.5869384,,
move,748,231,1725102802.5931187,,
move,748,231,1725102802.5995898,,
move,749,231,1725102802.6070437,,
move,749,231,1725102802.6136005,,
move,750,231,1725102802.6204412,,
move,750,230,1725102802.6273606,,
move,750,230,1725102802.6341927,,
move,750,229,1725102802.6378596,,
click,750,229,1725102802.9176774,Button.left,True
click,750,229,1725102803.1469061,Button.left,False
move,601,264,1725102803.367868,,
move,671,252,1725102803.367868,,
move,727,243,1725102803.3783967,,
move,777,234,1725102803.3876827,,
move,833,224,1725102803.3904474,,
move,879,218,1725102803.3999884,,
move,931,211,1725102803.4077353,,
move,983,206,1725102803.414541,,
move,1022,202,1725102803.422186,,
move,1050,200,1725102803.4296877,,
move,1078,199,1725102803.4321299,,
move,1100,197,1725102803.4390147,,
move,1112,196,1725102803.449395,,
move,1117,196,1725102803.4572282,,
move,1122,196,1725102803.463804,,
move,1126,197,1725102803.4678905,,
move,1129,197,1725102803.4778464,,
move,1131,198,1725102803.4815042,,
move,1132,198,1725102803.4881282,,
move,1117,216,1725102803.9022574,,
move,1081,252,1725102803.908494,,
move,1045,288,1725102803.9151466,,
move,1021,314,1725102803.9228616,,
move,1000,339,1725102803.9282217,,
move,983,366,1725102803.937237,,
move,964,391,1725102803.9385197,,
move,945,415,1725102803.9485059,,
move,928,434,1725102803.9569576,,
move,914,449,1725102803.962782,,
move,906,460,1725102803.971059,,
move,897,473,1725102803.977832,,
move,893,483,1725102803.9801483,,
move,888,491,1725102803.9898074,,
move,886,498,1725102803.998336,,
move,884,502,1725102804.00437,,
move,884,505,1725102804.0126493,,
move,883,506,1725102804.0189226,,
move,883,508,1725102804.021856,,
move,883,509,1725102804.0287209,,
move,883,511,1725102804.0383918,,
move,883,512,1725102804.0471513,,
move,884,514,1725102804.0512688,,
move,890,516,1725102804.0596073,,
move,906,519,1725102804.0675814,,
move,942,518,1725102804.0730755,,
move,995,507,1725102804.0783648,,
move,1046,493,1725102804.0878532,,
move,1080,483,1725102804.091242,,
move,1102,475,1725102804.0988748,,
move,1117,469,1725102804.1077797,,
move,1131,464,1725102804.111974,,
move,1143,461,1725102804.12208,,
move,1155,460,1725102804.1286101,,
move,1163,458,1725102804.1346998,,
move,1167,458,1725102804.1405292,,
move,1171,458,1725102804.1482284,,
move,1172,458,1725102804.1549845,,
move,1174,458,1725102804.1626267,,
move,1176,459,1725102804.1681838,,
move,1177,459,1725102804.1775317,,
move,1178,459,1725102804.1841688,,
move,1179,459,1725102804.1891632,,
move,1179,459,1725102804.1977732,,
move,1180,460,1725102804.2030542,,
move,1181,460,1725102804.2093778,,
move,1182,461,1725102804.2251172,,
move,1182,461,1725102804.2439773,,
move,1182,461,1725102804.2870662,,
move,1182,461,1725102804.3077316,,
move,1182,460,1725102804.3196003,,
move,1182,459,1725102804.3367944,,
move,1184,456,1725102804.3385918,,
move,1192,446,1725102804.3488517,,
move,1234,415,1725102804.3550694,,
move,1309,359,1725102804.3620772,,
move,1382,317,1725102804.3686864,,
move,1442,284,1725102804.3767798,,
move,1508,256,1725102804.382851,,
move,1569,234,1725102804.3879018,,
move,1631,212,1725102804.3969438,,
move,1699,189,1725102804.40367,,
move,1754,170,1725102804.4103289,,
move,1811,154,1725102804.4172475,,
move,1869,134,1725102804.421096,,
move,1914,119,1725102804.4312832,,
move,1949,106,1725102804.4384208,,
move,1945,93,1725102804.4448934,,
move,1934,86,1725102804.4520636,,
move,1927,77,1725102804.458338,,
move,1920,67,1725102804.4593902,,
move,1917,58,1725102804.4727952,,
move,1904,47,1725102804.7721632,,
move,1887,33,1725102804.7802043,,
move,1865,15,1725102804.7881675,,
move,1844,-1,1725102804.7922397,,
move,1829,-12,1725102804.7997162,,
move,1819,-8,1725102804.8080199,,
move,1809,-6,1725102804.8144267,,
move,1802,-5,1725102804.8210065,,
move,1796,-5,1725102804.8281865,,
move,1790,-4,1725102804.8357034,,
move,1784,-3,1725102804.8416831,,
move,1780,-1,1725102804.8484213,,
move,1776,-2,1725102804.855304,,
move,1774,0,1725102804.86301,,
move,1771,-1,1725102804.8692212,,
move,1769,0,1725102804.8766725,,
move,1768,-1,1725102804.883528,,
move,1767,0,1725102804.8893147,,
move,1766,0,1725102804.8967998,,
move,1766,0,1725102804.9042778,,
move,1765,0,1725102804.9104204,,
move,1764,0,1725102804.9178996,,
move,1763,0,1725102804.9251401,,
move,1763,0,1725102804.9310951,,
move,1762,0,1725102804.9381893,,
move,1761,0,1725102804.952199,,
move,1761,0,1725102804.9655232,,
move,1761,1,1725102804.9733531,,
move,1761,2,1725102804.986803,,
move,1761,3,1725102804.993573,,
move,1761,3,1725102805.0001106,,
move,1761,4,1725102805.0077484,,
move,1761,5,1725102805.0146544,,
move,1761,5,1725102805.0210414,,
move,1761,6,1725102805.0271075,,
move,1761,8,1725102805.0347931,,
move,1760,8,1725102805.0381951,,
move,1760,9,1725102805.047607,,
move,1760,11,1725102805.0493195,,
move,1760,11,1725102805.058368,,
move,1760,12,1725102805.067556,,
move,1760,13,1725102805.0789182,,
move,1760,13,1725102805.0876184,,
move,1760,14,1725102805.0904763,,
move,1760,15,1725102805.10776,,
move,1760,15,1725102805.1485004,,
move,1760,15,1725102805.1600542,,
move,1760,15,1725102805.168076,,
move,1761,15,1725102805.1820214,,
move,1762,15,1725102805.1978452,,
move,1762,15,1725102805.2236285,,
move,1763,15,1725102805.257809,,
move,1764,15,1725102805.272701,,
move,1765,15,1725102805.2922194,,
move,1765,15,1725102805.307587,,
move,1766,15,1725102805.3211899,,
move,1767,15,1725102805.3383458,,
move,1767,15,1725102805.3479786,,
move,1768,15,1725102805.359823,,
move,1768,16,1725102805.367988,,
move,1769,16,1725102805.3771262,,
move,1770,16,1725102805.3913395,,
move,1770,16,1725102805.3968523,,
move,1770,16,1725102805.4077895,,
move,1771,16,1725102805.4226305,,
move,1771,17,1725102805.6103137,,
move,1771,18,1725102805.6223617,,
move,1771,18,1725102805.6379547,,
move,1771,19,1725102805.638863,,
move,1771,20,1725102805.6492336,,
move,1771,21,1725102805.6581495,,
move,1769,24,1725102805.665176,,
move,1767,28,1725102805.6717432,,
move,1763,36,1725102805.6783733,,
move,1758,45,1725102805.6809013,,
move,1751,58,1725102805.6889887,,
move,1742,72,1725102805.6990993,,
move,1732,89,1725102805.7051466,,
move,1712,119,1725102805.7075713,,
move,1677,161,1725102805.7186685,,
move,1638,198,1725102805.7268434,,
move,1606,236,1725102805.7299411,,
move,1578,271,1725102805.7382987,,
move,1550,303,1725102805.746831,,
move,1521,330,1725102805.7517052,,
move,1501,352,1725102805.757756,,
move,1487,368,1725102805.7681942,,
move,1477,379,1725102805.771729,,
move,1472,389,1725102805.7787325,,
move,1467,398,1725102805.7885065,,
move,1463,406,1725102805.7926528,,
move,1459,413,1725102805.8001695,,
move,1455,424,1725102805.808293,,
move,1450,436,1725102805.8138201,,
move,1444,450,1725102805.8222215,,
move,1439,463,1725102805.8292542,,
move,1405,472,1725102810.5469043,,
move,1362,479,1725102810.5525064,,
move,1326,485,1725102810.5576644,,
move,1287,491,1725102810.5685887,,
move,1245,495,1725102810.5685887,,
move,1216,497,1725102810.5776937,,
move,1195,499,1725102810.588406,,
move,1177,500,1725102810.588406,,
move,1156,501,1725102810.599517,,
move,1139,503,1725102810.608085,,
move,1123,503,1725102810.6156163,,
move,1104,504,1725102810.6176577,,
move,1077,504,1725102810.6283333,,
move,1043,504,1725102810.6313589,,
move,1019,504,1725102810.6379042,,
move,1002,504,1725102810.6486957,,
move,987,503,1725102810.6567345,,
move,975,501,1725102810.6628306,,
move,963,500,1725102810.6684108,,
move,956,499,1725102810.677517,,
move,949,498,1725102810.6785693,,
move,945,495,1725102810.6881952,,
move,942,495,1725102810.6977727,,
move,940,494,1725102810.6977727,,
move,925,494,1725102811.078102,,
move,914,492,1725102811.0877938,,
move,907,492,1725102811.0913324,,
move,903,491,1725102811.0983906,,
move,900,491,1725102811.10799,,
move,899,491,1725102811.1170518,,
move,897,491,1725102811.1230474,,
move,895,491,1725102811.1286173,,
move,895,491,1725102811.1384637,,
move,894,491,1725102811.147581,,
move,893,491,1725102811.1583805,,
move,893,491,1725102811.1779687,,
move,892,491,1725102811.192074,,
move,892,491,1725102811.3782067,,
move,892,490,1725102811.4075592,,
move,892,489,1725102811.4230692,,
move,892,489,1725102811.4385164,,
move,892,488,1725102811.4586978,,
move,892,487,1725102811.4707835,,
move,891,487,1725102811.4787464,,
move,891,486,1725102811.4867666,,
move,890,486,1725102811.4930747,,
move,890,485,1725102811.4987652,,
move,890,484,1725102811.5068252,,
move,890,484,1725102811.5123973,,
move,890,483,1725102811.5180905,,
move,889,483,1725102811.5278463,,
move,889,482,1725102811.5339403,,
move,888,481,1725102811.537989,,
move,888,481,1725102811.5487046,,
move,888,480,1725102811.5567875,,
move,888,479,1725102811.5619454,,
move,888,479,1725102811.581145,,
move,888,478,1725102811.596873,,
move,888,477,1725102811.608292,,
move,888,477,1725102811.7677824,,
move,888,477,1725102811.8687804,,
move,888,477,1725102811.9305983,,
move,889,477,1725102812.018211,,
move,889,480,1725102819.8075998,,
move,887,486,1725102819.820803,,
move,883,492,1725102819.8278463,,
move,881,497,1725102819.831876,,
move,878,500,1725102819.8375397,,
move,876,504,1725102819.8487253,,
move,874,507,1725102819.852779,,
move,872,510,1725102819.8578217,,
move,869,514,1725102819.8690612,,
move,867,517,1725102819.8690612,,
move,864,521,1725102819.8839147,,
move,861,525,1725102819.888789,,
move,858,530,1725102819.8968432,,
move,854,536,1725102819.8999217,,
move,850,543,1725102819.9085054,,
move,847,550,1725102819.9170804,,
move,844,556,1725102819.9176471,,
move,842,562,1725102819.9279773,,
move,839,566,1725102819.937788,,
move,838,570,1725102819.9455214,,
move,836,572,1725102819.9487848,,
move,835,574,1725102819.957872,,
move,834,577,1725102819.9634345,,
move,834,579,1725102819.968593,,
move,833,580,1725102819.979344,,
move,832,582,1725102819.9868894,,
move,831,583,1725102819.987939,,
move,831,584,1725102819.9985821,,
move,831,585,1725102820.007757,,
move,830,586,1725102820.0113285,,
move,830,587,1725102820.0187333,,
move,830,587,1725102820.0187333,,
move,830,588,1725102820.0319066,,
move,829,589,1725102820.0471203,,
move,828,589,1725102820.0591557,,
move,828,589,1725102820.1182156,,
move,828,589,1725102820.1278431,,
move,828,588,1725102820.1478915,,
move,828,588,1725102820.1569774,,
move,828,587,1725102820.1580036,,
move,828,585,1725102820.1706533,,
move,828,584,1725102820.1778016,,
move,827,582,1725102820.1823583,,
move,827,579,1725102820.1891596,,
move,827,577,1725102820.1977358,,
move,827,574,1725102820.2032886,,
move,827,572,1725102820.208424,,
move,827,571,1725102820.2190988,,
move,827,570,1725102820.2271326,,
move,827,569,1725102820.2282898,,
move,827,569,1725102820.2379093,,
move,827,568,1725102820.2468808,,
move,827,567,1725102820.250924,,
move,827,567,1725102820.2579737,,
move,827,566,1725102820.2779377,,
move,827,565,1725102820.2886055,,
move,827,563,1725102820.6176481,,
move,829,559,1725102820.6176481,,
move,831,556,1725102820.6280558,,
move,834,551,1725102820.6377523,,
move,841,543,1725102820.6386375,,
move,851,529,1725102820.6478047,,
move,869,509,1725102820.6579936,,
move,890,484,1725102820.6634338,,
move,912,466,1725102820.6679819,,
move,928,450,1725102820.679168,,
move,948,436,1725102820.6792738,,
move,970,426,1725102820.6878154,,
move,983,420,1725102820.6988614,,
move,987,416,1725102820.6988614,,
move,999,416,1725102820.7109709,,
move,1062,387,1725102821.2081652,,
move,1128,353,1725102821.2177541,,
move,1200,325,1725102821.2268057,,
move,1259,301,1725102821.232244,,
move,1306,285,1725102821.2381628,,
move,1357,273,1725102821.2472363,,
move,1394,263,1725102821.2549853,,
move,1427,257,1725102821.257532,,
move,1463,251,1725102821.2676318,,
move,1500,243,1725102821.2676318,,
move,1530,235,1725102821.2795491,,
move,1553,231,1725102821.2876213,,
move,1583,225,1725102821.2954197,,
move,1613,217,1725102821.2985773,,
move,1637,209,1725102821.3084521,,
move,1655,203,1725102821.3135417,,
move,1669,197,1725102821.3193455,,
move,1681,193,1725102821.3275402,,
move,1692,189,1725102821.3371105,,
move,1699,187,1725102821.3385303,,
move,1703,186,1725102821.347702,,
move,1703,185,1725102821.3577342,,
move,1704,185,1725102821.3604293,,
move,1705,185,1725102821.3677988,,
move,1705,185,1725102821.4803338,,
move,1705,186,1725102821.5085819,,
move,1705,186,1725102821.528839,,
move,1705,186,1725102821.528839,,
move,1705,187,1725102821.5378969,,
move,1704,189,1725102821.5484242,,
move,1703,192,1725102821.5535362,,
move,1701,201,1725102821.560724,,
move,1697,212,1725102821.5681705,,
move,1693,221,1725102821.5768018,,
move,1690,229,1725102821.5836487,,
move,1687,237,1725102821.5897045,,
move,1686,241,1725102821.5977528,,
move,1684,245,1725102821.6025746,,
move,1682,249,1725102821.6093652,,
move,1681,252,1725102821.6175816,,
move,1680,253,1725102821.6225111,,
move,1679,255,1725102821.629642,,
move,1678,257,1725102821.6383593,,
move,1678,258,1725102821.6441615,,
move,1677,260,1725102821.6500707,,
move,1677,261,1725102821.6588612,,
move,1677,261,1725102821.664368,,
scroll,1677,261,1725102821.667911,0,1
move,1677,263,1725102821.6710448,,
move,1677,264,1725102821.678343,,
move,1676,264,1725102821.6849651,,
move,1676,265,1725102821.6926346,,
move,1675,265,1725102821.698705,,
move,1675,266,1725102821.7067232,,
move,1675,267,1725102821.713751,,
move,1675,267,1725102821.7274446,,
move,1675,267,1725102821.80967,,
move,1675,267,1725102821.8482652,,
move,1675,266,1725102821.868129,,
move,1675,265,1725102821.8998702,,
move,1675,265,1725102821.918332,,
move,1675,265,1725102821.9387002,,
move,1672,266,1725102822.2753496,,
move,1669,269,1725102822.2821689,,
move,1663,274,1725102822.2885704,,
move,1658,278,1725102822.296723,,
move,1650,283,1725102822.302434,,
move,1646,286,1725102822.3096178,,
move,1642,287,1725102822.3176885,,
move,1638,290,1725102822.323542,,
move,1636,291,1725102822.330576,,
move,1634,293,1725102822.3383498,,
move,1632,293,1725102822.3445578,,
move,1632,293,1725102822.3515759,,
move,1631,294,1725102822.3581626,,
move,1630,294,1725102822.3655257,,
move,1630,294,1725102822.3729677,,
move,1629,294,1725102822.3786552,,
move,1628,294,1725102822.3926582,,
move,1627,294,1725102822.4135447,,
move,1627,294,1725102822.428575,,
move,1627,294,1725102822.447748,,
move,1627,293,1725102822.4690652,,
move,1627,292,1725102822.4776578,,
move,1627,292,1725102822.4888854,,
move,1627,292,1725102822.4914286,,
move,1627,291,1725102822.5171185,,
move,1627,290,1725102822.5283792,,
move,1628,289,1725102822.5389893,,
move,1629,289,1725102822.5584154,,
move,1629,288,1725102822.5710118,,
move,1629,288,1725102822.578155,,
move,1629,287,1725102822.578155,,
move,1629,286,1725102822.587772,,
move,1630,285,1725102822.5982754,,
move,1630,284,1725102822.6028032,,
move,1631,284,1725102822.607836,,
move,1631,282,1725102822.6184585,,
move,1631,281,1725102822.627569,,
move,1631,281,1725102822.627569,,
move,1631,280,1725102822.6381223,,
move,1632,279,1725102822.648405,,
move,1632,279,1725102822.6499155,,
move,1633,278,1725102822.6586995,,
move,1633,277,1725102822.6667502,,
move,1633,276,1725102822.6678026,,
move,1634,276,1725102822.6782558,,
move,1634,276,1725102822.6878736,,
move,1634,275,1725102822.7079494,,
move,1634,274,1725102822.788404,,
move,1634,274,1725102822.948689,,
move,1634,273,1725102822.987985,,
move,1634,272,1725102823.0178013,,
move,1634,271,1725102823.037954,,
move,1634,271,1725102823.0490487,,
move,1634,270,1725102823.0646038,,
move,1634,269,1725102823.0805202,,
move,1634,269,1725102823.2568846,,
move,1634,269,1725102823.4077673,,
move,1634,270,1725102823.6767771,,
move,1634,270,1725102823.757649,,
move,1633,270,1725102823.788183,,
move,1633,271,1725102823.7977192,,
move,1632,271,1725102823.8022323,,
move,1632,272,1725102823.8178926,,
move,1632,272,1725102823.8178926,,
move,1632,273,1725102823.8278,,
move,1631,273,1725102823.8381834,,
move,1631,273,1725102823.8472114,,
move,1630,274,1725102823.8502438,,
move,1630,275,1725102823.858761,,
move,1630,275,1725102823.8667824,,
move,1628,276,1725102823.8744798,,
move,1625,278,1725102823.878754,,
move,1616,283,1725102823.8878202,,
move,1596,291,1725102823.8903675,,
move,1555,303,1725102823.8985472,,
move,1523,318,1725102823.907629,,
move,1487,332,1725102823.907629,,
move,1455,348,1725102823.922114,,
move,1425,366,1725102823.9276757,,
move,1398,381,1725102823.9276757,,
move,1381,392,1725102823.9383948,,
move,1367,401,1725102823.947952,,
move,1347,410,1725102823.9570725,,
move,1325,420,1725102823.9581912,,
move,1303,431,1725102823.969322,,
move,1281,439,1725102823.9768403,,
move,1249,453,1725102823.978417,,
move,1215,463,1725102823.9879973,,
move,1186,474,1725102823.9978044,,
move,1169,480,1725102824.0013273,,
move,1155,486,1725102824.0089216,,
move,1144,490,1725102824.017629,,
move,1134,492,1725102824.017629,,
move,1125,495,1725102824.0285418,,
move,1118,496,1725102824.037645,,
move,1113,497,1725102824.037645,,
move,1110,497,1725102824.0506444,,
move,1108,497,1725102824.057707,,
move,1106,497,1725102824.0652359,,
move,1103,496,1725102824.0681543,,
move,1098,496,1725102824.0776827,,
move,1092,494,1725102824.0872161,,
move,1086,494,1725102824.0885148,,
move,1771,24,1725102825.1769087,,
move,1769,25,1725102825.1786668,,
move,1769,25,1725102825.189337,,
move,1767,25,1725102825.1979089,,
move,1767,25,1725102825.1984184,,
move,1765,25,1725102825.2076917,,
move,1766,25,1725102825.2185168,,
move,1766,25,1725102825.2218356,,
move,1765,25,1725102825.2282205,,
move,1764,25,1725102825.2382233,,
move,1763,25,1725102825.2523265,,
move,1763,25,1725102825.2584436,,
move,1760,25,1725102825.2584436,,
move,1759,25,1725102825.2675653,,
move,1755,25,1725102825.2778592,,
move,1748,26,1725102825.2871547,,
move,1738,27,1725102825.2882202,,
move,1728,29,1725102825.2993197,,
move,1719,31,1725102825.3076487,,
move,1715,31,1725102825.3146513,,
move,1712,32,1725102825.3177328,,
move,1711,33,1725102825.3281715,,
move,1709,33,1725102825.3307312,,
move,1707,33,1725102825.3409564,,
move,1707,34,1725102825.3489144,,
move,1706,34,1725102825.3525422,,
move,1705,34,1725102825.3626735,,
move,1705,34,1725102825.3683536,,
move,1704,35,1725102825.3755832,,
move,1703,35,1725102825.3975801,,
move,1702,35,1725102825.4080992,,
move,1702,35,1725102825.4233165,,
move,1702,35,1725102825.4983594,,
move,1702,35,1725102825.5128856,,
move,1702,34,1725102825.528665,,
move,1702,34,1725102825.55289,,
move,1702,34,1725102825.5679936,,
move,1703,34,1725102825.578218,,
move,1703,34,1725102825.6481676,,
move,1704,34,1725102825.8151386,,
move,1704,34,1725102825.8276184,,
move,1704,34,1725102825.8542354,,
move,1705,34,1725102825.8891666,,
move,1706,34,1725102825.9178696,,
move,1706,34,1725102825.9307828,,
move,1707,34,1725102825.9450722,,
move,1709,34,1725102825.9524019,,
move,1709,35,1725102825.9580197,,
move,1711,36,1725102825.9605632,,
move,1714,37,1725102825.9717236,,
move,1715,38,1725102825.97866,,
move,1718,39,1725102825.97866,,
move,1721,40,1725102825.9927483,,
move,1723,41,1725102825.99976,,
move,1724,43,1725102826.0081134,,
move,1726,44,1725102826.014578,,
move,1728,45,1725102826.0210316,,
move,1731,47,1725102826.0275698,,
move,1732,47,1725102826.0281727,,
move,1733,48,1725102826.0416408,,
move,1735,49,1725102826.0486712,,
move,1735,50,1725102826.0556693,,
move,1737,50,1725102826.0621905,,
move,1738,51,1725102826.0689595,,
move,1738,51,1725102826.0689595,,
move,1739,51,1725102826.0786457,,
move,1740,52,1725102826.0898345,,
move,1740,52,1725102826.097143,,
move,1741,53,1725102826.1022906,,
move,1741,53,1725102826.1170359,,
move,1742,53,1725102826.118453,,
move,1743,53,1725102826.1366992,,
move,1743,54,1725102826.14515,,
move,1744,54,1725102826.1478183,,
move,1745,55,1725102826.157943,,
move,1745,55,1725102826.163506,,
move,1746,55,1725102826.16762,,
move,1748,55,1725102826.179144,,
move,1748,55,1725102826.1815798,,
move,1749,56,1725102826.1916072,,
move,1749,57,1725102826.1985197,,
move,1750,58,1725102826.1985197,,
move,1750,58,1725102826.2076674,,
move,1751,59,1725102826.2186868,,
move,1752,60,1725102826.2270825,,
move,1753,61,1725102826.2331321,,
move,1753,62,1725102826.2405272,,
move,1753,63,1725102826.2469714,,
move,1753,64,1725102826.2535021,,
move,1754,66,1725102826.2596931,,
move,1754,67,1725102826.2680156,,
move,1755,70,1725102826.273866,,
move,1755,73,1725102826.2807217,,
move,1756,76,1725102826.2888777,,
move,1756,80,1725102826.290919,,
move,1756,84,1725102826.2977874,,
move,1756,89,1725102826.3082135,,
move,1756,95,1725102826.3146877,,
move,1755,100,1725102826.322472,,
move,1755,104,1725102826.3295047,,
move,1754,108,1725102826.3334942,,
move,1754,111,1725102826.3396733,,
move,1754,114,1725102826.3501956,,
move,1753,116,1725102826.354968,,
move,1753,118,1725102826.3637812,,
move,1752,120,1725102826.3701947,,
move,1752,121,1725102826.3767776,,
move,1752,122,1725102826.3822982,,
move,1751,123,1725102826.3884177,,
move,1751,124,1725102826.397947,,
move,1751,124,1725102826.404314,,
move,1751,125,1725102826.409491,,
move,1751,126,1725102826.423748,,
move,1751,127,1725102826.4313383,,
move,1751,127,1725102826.438946,,
move,1751,129,1725102826.4447627,,
move,1750,130,1725102826.451909,,
move,1750,132,1725102826.4590273,,
move,1749,136,1725102826.466098,,
move,1748,140,1725102826.4718409,,
move,1747,145,1725102826.479502,,
move,1745,151,1725102826.4876747,,
move,1743,158,1725102826.4928172,,
move,1740,168,1725102826.499024,,
move,1736,179,1725102826.507564,,
move,1730,194,1725102826.514087,,
move,1724,211,1725102826.5214632,,
move,1714,234,1725102826.5285602,,
move,1699,260,1725102826.5353744,,
move,1684,287,1725102826.5408146,,
move,1669,310,1725102826.5487742,,
move,1660,329,1725102826.5552604,,
move,1651,342,1725102826.5623875,,
move,1646,352,1725102826.569396,,
move,1641,360,1725102826.5766947,,
move,1637,367,1725102826.5834692,,
move,1635,371,1725102826.5898228,,
move,1633,376,1725102826.5973706,,
move,1631,380,1725102826.6035564,,
move,1630,382,1725102826.6111226,,
move,1629,384,1725102826.6176612,,
move,1629,386,1725102826.625109,,
move,1628,387,1725102826.6319983,,
move,1628,387,1725102826.6381855,,
move,1627,388,1725102826.6449552,,
move,1626,389,1725102826.6589425,,
move,1626,389,1725102826.68831,,
move,1626,388,1725102826.7073407,,
move,1626,388,1725102826.7277918,,
move,1626,387,1725102826.7383523,,
move,1626,386,1725102826.7477062,,
move,1626,385,1725102826.7533062,,
move,1626,384,1725102826.758646,,
move,1626,381,1725102826.7677004,,
move,1626,378,1725102826.7704837,,
move,1627,377,1725102826.7785323,,
move,1627,375,1725102826.7878869,,
move,1627,374,1725102826.7907724,,
move,1627,372,1725102826.7981894,,
move,1628,369,1725102826.80799,,
move,1628,368,1725102826.8116126,,
move,1628,366,1725102826.8191755,,
move,1629,364,1725102826.827871,,
move,1630,363,1725102826.8378246,,
move,1631,359,1725102826.8392792,,
move,1632,352,1725102826.847713,,
move,1634,343,1725102826.8568678,,
move,1639,329,1725102826.860277,,
move,1643,317,1725102826.8676565,,
move,1646,310,1725102826.8779478,,
move,1649,304,1725102826.88105,,
move,1650,299,1725102826.8886752,,
move,1652,295,1725102826.8978157,,
move,1653,292,1725102826.9021447,,
move,1654,290,1725102826.9087534,,
move,1655,287,1725102826.9179246,,
move,1656,285,1725102826.922895,,
move,1657,283,1725102826.9298432,,
move,1658,281,1725102826.9376605,,
move,1659,281,1725102826.9440198,,
move,1659,279,1725102826.9534235,,
move,1659,277,1725102826.9578712,,
move,1660,277,1725102826.966806,,
move,1661,275,1725102826.9721396,,
move,1662,273,1725102826.978146,,
move,1663,272,1725102826.987726,,
move,1663,271,1725102826.9927177,,
move,1663,269,1725102826.999512,,
move,1664,269,1725102827.0082574,,
move,1665,268,1725102827.0137846,,
move,1666,267,1725102827.0198016,,
move,1666,266,1725102827.027623,,
