speed
0.0
2459.826054552124
3859.0253502758565
5065.026865577586
3161.486875901961
2222.5256708822567
20034.96415329903
2363.088085292736
2146.222723809433
5944.02659781972
1713.8972548531701
858.0851685699165
5079.207970888096
270.10747775898176
223.01082580440033
254.86440576452313
0.0
0.0
0.0
818.2812456881891
1123.7456579840768
3587.4318295321673
9399.447565252103
6549.3756845557145
5230.923244518634
5778.727134523122
1555.0362859977758
454.86620740856466
446.47958306539846
246.45553806542753
124.29041051009655
90.42371285913812
0.0
0.0
1168.980859107413
2653.583502337072
12762.751993313364
25555.960669837543
10016.883942722594
8345.167252556357
12114.315981034715
12049.216305808146
6628.355527293836
7952.690216219172
11551.42666747211
7394.853707755302
7993.500805987529
8210.560345370839
5850.748381117021
4647.491526665186
8234.143418188154
6257.906096982807
5472.903265493007
9381.630036047336
6613.847044529737
4894.682812055265
10663.909856783448
7037.100348807223
5039.9172288713335
6952.229961090755
9989.128710207353
4937.921030494074
6624.393020088223
5768.555175081921
7444.173759731453
7187.907453890121
5800.938775038648
4197.044886855748
6957.218399622163
4665.3299632372
2411.7342399585445
2440.2468790703438
2077.9902882885162
2227.8638688029228
1779.7611963886982
3669.9432080761535
1464.392188935243
1662.721895239949
1856.3927335486044
1754.010160362298
1749.0800380707092
2302.1118999041746
2941.5948458947873
3780.797245237699
7194.546266323945
8634.758558515307
5376.6481512826385
7282.074284156379
7783.2689217577
5828.331210554753
9684.55272842851
4966.707930287789
6884.234660267186
20923.203218397037
3350.2124991306323
2526.5452419026806
3843.183511382598
3323.249229238342
1685.333305834779
2426.4783069312143
2212.362301828329
1558.2460629393277
1439.7809706569928
26680.188532060387
9575.250913789865
4175.277174058
12776.77665656286
6342.092324807615
6113.612175390886
13107.729324377882
7080.177786245433
5811.198003637453
0.0
3970.010473988367
8635.212638172845
0.0
3676.9704084432506
7753.273627933408
8601.045135143291
8780.70210368649
2873.092036014619
3446.765828537497
4751.568064977124
2532.968812012976
2166.602883374378
21471.340020507167
1582.9322448087626
1439.4710408925628
2204.2141347681822
1743.0256009449542
1690.495414049292
1461.5891963110034
1278.7026794095782
1275.0019484154345
1004.0112802385592
849.9657803974179
533.8341758561987
560.4240098748567
124.5931410977453
183.21340184048856
119.88521709774194
148.7975004400686
155.22960787448756
900.5649887762565
3145.3154113349465
3254.7790964895416
7285.608405382221
0.0
3043.5715496750367
6319.043253696948
6677.755096946544
6008.671947912081
6754.304541543194
54201.41389661853
3935.2911454230893
12461.075250133643
6338.328591942994
5782.003288013931
2810.252697264829
1627.8310690068176
1061.274698394878
1354.7492088264619
605.9509314787923
2029.9061981847244
6409.898226996261
6866.754369763018
7228.252778066436
7432.42383507295
7467.533786636927
11534.35458717938
10753.382563535226
4335.911121894595
8647.714616339099
11992.93508643358
8424.321361005274
8421.87883081094
17324.96708256816
11004.282461494418
10361.724225238531
15704.442868932772
12022.81800420116
7959.464132189218
12940.300016556925
10307.929759266926
7417.2079614558015
12206.936876708718
6221.448633506956
6748.619561850412
3895.8384207411927
3889.4216317080095
3783.1051603818514
2104.165792366297
7336.75671293744
1966.3207531976589
3344.0603340017783
5616.654075257909
7610.828047394201
6446.587300946586
9325.018537567565
8828.25469765651
